Segment,State,Category,SubCategory,Sales,Quantity,Discount,Profit,Shipping Cost
Home Office,Illinois,Technology,Accessories,408.744,7,0.2,76.6395,29.74
Consumer,New York,Office Supplies,Appliances,533.94,3,0,154.8426,29.73
Consumer,Washington,Furniture,Bookcases,141.96,2,0,39.7488,29.7
Home Office,Massachusetts,Office Supplies,Binders,447.86,7,0,219.4514,29.7
Consumer,Arizona,Furniture,Bookcases,181.47,5,0.7,-320.597,29.68
Consumer,Florida,Furniture,Chairs,419.136,4,0.2,-68.1096,29.66
Consumer,Texas,Furniture,Bookcases,327.7328,2,0.32,-14.4588,29.64
Corporate,Delaware,Office Supplies,Storage,465.18,3,0,120.9468,29.63
Consumer,Texas,Office Supplies,Appliances,294.62,5,0.8,-766.012,29.61
Corporate,Pennsylvania,Furniture,Tables,373.47,5,0.4,-112.041,29.59
Home Office,California,Technology,Machines,343.2,1,0.2,38.61,29.58
Consumer,Wisconsin,Furniture,Bookcases,405.86,7,0,32.4688,29.51
Consumer,Washington,Office Supplies,Appliances,119.96,2,0,33.5888,29.5
Home Office,Pennsylvania,Furniture,Chairs,470.155,7,0.3,-13.433,29.5
Corporate,Virginia,Furniture,Chairs,500.24,13,0,145.0696,29.5
Consumer,Virginia,Technology,Phones,503.96,4,0,125.99,29.48
Consumer,California,Furniture,Furnishings,111.9,6,0,51.474,29.43
Corporate,Colorado,Office Supplies,Storage,593.568,2,0.2,0,29.41
Consumer,California,Technology,Phones,333.576,3,0.2,25.0182,29.4
Corporate,South Dakota,Office Supplies,Appliances,416.32,2,0,112.4064,29.37
Home Office,Washington,Office Supplies,Storage,323.1,2,0,61.389,29.34
Home Office,Georgia,Technology,Phones,104.85,3,0,28.3095,29.3
Home Office,Illinois,Office Supplies,Storage,164.736,4,0.2,-39.1248,29.29
Consumer,New York,Office Supplies,Paper,212.64,6,0,99.9408,29.27
Consumer,Illinois,Technology,Phones,328.224,4,0.2,28.7196,29.26
Consumer,Ohio,Furniture,Chairs,449.372,2,0.3,-12.8392,29.26
Consumer,New York,Furniture,Chairs,272.646,3,0.1,18.1764,29.25
Corporate,Florida,Office Supplies,Binders,254.058,7,0.7,-169.372,29.13
Home Office,California,Office Supplies,Storage,270.34,14,0,75.6952,29.13
Home Office,Virginia,Technology,Phones,149.97,3,0,5.9988,29.12
Corporate,California,Technology,Machines,506.28,3,0.2,177.198,29.1
Consumer,Florida,Technology,Phones,503.96,5,0.2,50.396,29.09
Consumer,Texas,Technology,Phones,299.96,5,0.2,37.495,29.09
Consumer,Texas,Office Supplies,Binders,182.994,3,0.8,-320.2395,29.07
Corporate,Florida,Technology,Machines,265.475,1,0.5,-111.4995,29.05
Consumer,Indiana,Technology,Phones,69.9,2,0,18.873,29.05
Consumer,Washington,Technology,Accessories,144.96,4,0,60.8832,29.05
Home Office,New York,Office Supplies,Paper,223.92,4,0,109.7208,29.05
Corporate,California,Furniture,Tables,136.464,2,0.2,15.3522,29.02
Corporate,California,Office Supplies,Storage,354.9,5,0,17.745,29.01
Home Office,Massachusetts,Furniture,Bookcases,301.96,2,0,60.392,28.98
Corporate,New York,Office Supplies,Appliances,281.34,6,0,109.7226,28.97
Consumer,Texas,Technology,Phones,219.8,5,0.2,24.7275,28.96
Consumer,Nebraska,Furniture,Furnishings,1336.44,14,0,387.5676,28.95
Corporate,Mississippi,Office Supplies,Binders,234.36,6,0,112.4928,28.93
Corporate,New York,Office Supplies,Storage,478.08,8,0,133.8624,28.89
Consumer,Iowa,Technology,Phones,263.96,4,0,76.5484,28.87
Consumer,Texas,Furniture,Tables,609.98,4,0.3,-113.282,28.87
Consumer,Texas,Technology,Phones,431.976,3,0.2,32.3982,28.86
Consumer,California,Office Supplies,Appliances,356.79,7,0,99.9012,28.86
Corporate,North Carolina,Office Supplies,Supplies,185.376,2,0.2,-34.758,28.86
Consumer,New York,Office Supplies,Storage,272.94,3,0,0,28.84
Corporate,Texas,Furniture,Tables,347.361,7,0.3,-69.4722,28.84
Corporate,New York,Furniture,Furnishings,210.68,2,0,50.5632,28.83
Consumer,Louisiana,Technology,Accessories,659.9,2,0,217.767,28.81
Consumer,California,Technology,Phones,164.792,1,0.2,18.5391,28.8
Consumer,California,Office Supplies,Paper,94.85,5,0,45.528,28.78
Consumer,California,Office Supplies,Binders,185.92,4,0.2,62.748,28.78
Home Office,New York,Office Supplies,Paper,81.98,2,0,40.1702,28.78
Corporate,Pennsylvania,Furniture,Tables,523.764,3,0.4,-192.0468,28.73
Consumer,North Carolina,Office Supplies,Paper,268.24,7,0.2,93.884,28.73
Home Office,Delaware,Technology,Accessories,119.85,3,0,52.734,28.72
Consumer,New York,Furniture,Bookcases,681.408,12,0.2,42.588,28.71
Consumer,California,Technology,Phones,239.984,2,0.2,23.9984,28.7
Consumer,Pennsylvania,Office Supplies,Labels,100.24,10,0.2,33.831,28.68
Corporate,Florida,Furniture,Chairs,390.272,8,0.2,-24.392,28.68
Corporate,Arizona,Office Supplies,Storage,363.648,4,0.2,-86.3664,28.67
Home Office,California,Technology,Copiers,479.984,2,0.2,89.997,28.66
Consumer,Tennessee,Furniture,Chairs,389.696,8,0.2,43.8408,28.62
Consumer,California,Office Supplies,Storage,236.5,10,0,68.585,28.62
Consumer,Utah,Technology,Phones,126.56,4,0.2,47.46,28.56
Corporate,Pennsylvania,Technology,Phones,251.964,6,0.4,-50.3928,28.56
Corporate,California,Office Supplies,Binders,137.24,5,0.2,46.3185,28.5
Home Office,New York,Furniture,Tables,344.22,2,0.4,-103.266,28.49
Consumer,Texas,Furniture,Tables,637.896,3,0.3,-127.5792,28.47
Consumer,Oklahoma,Furniture,Chairs,302.67,3,0,72.6408,28.46
Corporate,California,Technology,Phones,377.928,9,0.2,141.723,28.44
Corporate,Washington,Office Supplies,Storage,227.28,2,0,2.2728,28.42
Corporate,Indiana,Office Supplies,Art,125.93,7,0,35.2604,28.36
Consumer,New York,Technology,Accessories,247.8,4,0,34.692,28.35
Consumer,Washington,Furniture,Furnishings,155.25,3,0,46.575,28.25
Consumer,California,Technology,Machines,447.968,4,0.2,139.99,28.25
Corporate,Michigan,Furniture,Chairs,476.8,2,0,119.2,28.24
Consumer,Massachusetts,Furniture,Tables,366.009,3,0.3,-47.0583,28.24
Home Office,Tennessee,Technology,Phones,239.976,3,0.2,17.9982,28.22
Consumer,Wisconsin,Office Supplies,Paper,195.64,4,0,91.9508,28.19
Corporate,Washington,Office Supplies,Paper,167.94,3,0,82.2906,28.19
Consumer,Pennsylvania,Furniture,Chairs,215.544,4,0.3,-58.5048,28.18
Corporate,Kentucky,Office Supplies,Binders,364.8,12,0,167.808,28.17
Consumer,California,Technology,Phones,201.584,2,0.2,12.599,28.16
Corporate,New York,Technology,Phones,631.96,4,0,303.3408,28.05
Home Office,Texas,Furniture,Chairs,379.372,2,0.3,-119.2312,28.01
Consumer,New Jersey,Office Supplies,Paper,204.95,5,0,100.4255,28.01
Consumer,New York,Office Supplies,Storage,324.9,5,0,38.988,27.99
Consumer,Georgia,Technology,Phones,239.97,3,0,67.1916,27.96
Consumer,New Jersey,Furniture,Tables,244.006,2,0.3,-31.3722,27.91
Consumer,Ohio,Technology,Accessories,288,4,0.2,57.6,27.89
Consumer,New York,Office Supplies,Storage,375.34,1,0,18.767,27.88
Corporate,Pennsylvania,Furniture,Chairs,347.802,7,0.3,-24.843,27.86
Consumer,Pennsylvania,Technology,Phones,285.576,4,0.4,-57.1152,27.84
Consumer,California,Furniture,Chairs,572.16,3,0.2,35.76,27.81
Consumer,Ohio,Office Supplies,Storage,239.456,7,0.2,17.9592,27.81
Home Office,Pennsylvania,Furniture,Furnishings,254.352,3,0.2,0,27.8
Consumer,California,Furniture,Furnishings,474.43,11,0,199.2606,27.8
Home Office,Michigan,Technology,Accessories,619.95,5,0,111.591,27.79
Consumer,California,Office Supplies,Appliances,152.94,3,0,41.2938,27.79
Consumer,Ohio,Furniture,Furnishings,182.352,3,0.2,-18.2352,27.79
Home Office,California,Office Supplies,Paper,123.92,4,0,55.764,27.69
Consumer,Illinois,Furniture,Bookcases,183.372,2,0.3,-36.6744,27.67
Corporate,Pennsylvania,Office Supplies,Storage,126.08,2,0.2,-28.368,27.64
Consumer,New York,Furniture,Furnishings,191.82,3,0,61.3824,27.63
Consumer,New York,Office Supplies,Supplies,357.93,3,0,7.1586,27.62
Corporate,New York,Office Supplies,Storage,772.68,4,0,108.1752,27.59
Corporate,Ohio,Furniture,Furnishings,532.704,6,0.2,-26.6352,27.58
Corporate,Georgia,Office Supplies,Binders,319.9,5,0,156.751,27.54
Corporate,Virginia,Office Supplies,Appliances,179.94,3,0,50.3832,27.51
Consumer,New Jersey,Technology,Machines,480,4,0,225.6,27.47
Corporate,Pennsylvania,Office Supplies,Storage,186.912,6,0.2,-35.046,27.41
Corporate,California,Furniture,Furnishings,207.35,5,0,24.882,27.38
Corporate,California,Technology,Phones,302.376,3,0.2,37.797,27.37
Consumer,Louisiana,Technology,Machines,479.97,3,0,239.985,27.36
Consumer,Texas,Furniture,Chairs,248.43,5,0.3,-17.745,27.34
Corporate,California,Office Supplies,Paper,192.72,11,0,92.5056,27.31
Consumer,Illinois,Office Supplies,Storage,290.336,2,0.2,32.6628,27.28
Corporate,Washington,Technology,Accessories,177,3,0,30.09,27.26
Consumer,Virginia,Technology,Phones,226.2,5,0,58.812,27.23
Corporate,Pennsylvania,Technology,Machines,341.991,3,0.7,-319.1916,27.22
Consumer,Washington,Technology,Machines,385.8,5,0.2,130.2075,27.21
Consumer,California,Office Supplies,Storage,332.94,3,0,6.6588,27.2
Consumer,Michigan,Furniture,Chairs,301.96,2,0,33.2156,27.19
Consumer,California,Furniture,Chairs,218.352,3,0.2,-19.1058,27.16
Home Office,Washington,Furniture,Chairs,291.136,4,0.2,-25.4744,27.16
Home Office,California,Furniture,Chairs,601.536,4,0.2,0,27.14
Consumer,Arizona,Office Supplies,Storage,272.736,3,0.2,-64.7748,27.14
Corporate,Connecticut,Office Supplies,Storage,104.79,7,0,29.3412,27.13
Consumer,New York,Technology,Accessories,390.75,5,0,171.93,27.11
Corporate,Pennsylvania,Office Supplies,Paper,126.624,6,0.2,41.1528,27.1
Consumer,New York,Technology,Copiers,479.984,2,0.2,59.998,27.09
Consumer,Louisiana,Furniture,Chairs,517.5,6,0,155.25,27.07
Corporate,California,Furniture,Chairs,435.168,4,0.2,-59.8356,27.04
Corporate,Massachusetts,Technology,Phones,437.85,3,0,131.355,27.02
Corporate,Florida,Furniture,Chairs,273.552,3,0.2,-13.6776,27
Home Office,New York,Furniture,Chairs,434.646,3,0.1,62.7822,26.99
Consumer,Illinois,Technology,Phones,153.584,2,0.2,13.4386,26.98
Consumer,California,Furniture,Chairs,207.184,1,0.2,25.898,26.94
Corporate,New York,Technology,Phones,307.98,2,0,89.3142,26.92
Corporate,Nevada,Office Supplies,Binders,159.768,7,0.2,53.9217,26.9
Corporate,California,Office Supplies,Paper,109.92,2,0,53.8608,26.87
Consumer,Illinois,Furniture,Chairs,382.116,6,0.3,-92.7996,26.87
Consumer,Indiana,Technology,Machines,83.9,2,0,22.653,26.83
Consumer,Arizona,Furniture,Tables,182.55,2,0.5,-135.087,26.82
Consumer,Missouri,Office Supplies,Appliances,83.9,10,0,20.975,26.81
Home Office,Colorado,Furniture,Furnishings,98.328,3,0.2,9.8328,26.8
Consumer,Michigan,Furniture,Furnishings,272.94,3,0,30.0234,26.79
Consumer,Florida,Office Supplies,Appliances,152.24,5,0.2,17.127,26.77
Home Office,Pennsylvania,Technology,Phones,431.94,2,0.4,-71.99,26.74
Corporate,Maryland,Furniture,Chairs,542.94,3,0,141.1644,26.71
Corporate,California,Office Supplies,Storage,323.1,2,0,61.389,26.7
Consumer,California,Technology,Phones,302.376,3,0.2,22.6782,26.69
Home Office,California,Technology,Phones,689.408,4,0.2,77.5584,26.61
Home Office,Oregon,Furniture,Tables,564.195,3,0.5,-304.6653,26.61
Consumer,California,Office Supplies,Storage,217.85,5,0,65.355,26.6
Consumer,Tennessee,Furniture,Tables,189.882,3,0.4,-94.941,26.53
Consumer,Texas,Furniture,Tables,918.785,5,0.3,-118.1295,26.53
Consumer,Pennsylvania,Office Supplies,Paper,335.52,4,0.2,117.432,26.53
Consumer,Iowa,Technology,Phones,278.4,3,0,80.736,26.53
Consumer,California,Technology,Accessories,119.96,4,0,25.1916,26.49
Consumer,California,Office Supplies,Appliances,262.24,2,0,78.672,26.48
Home Office,California,Office Supplies,Appliances,361.96,2,0,101.3488,26.47
Consumer,Minnesota,Technology,Accessories,399.95,5,0,143.982,26.45
Home Office,North Carolina,Technology,Accessories,167.944,7,0.2,50.3832,26.44
Corporate,New York,Office Supplies,Storage,713.88,4,0,214.164,26.44
Home Office,New Mexico,Office Supplies,Paper,288.24,6,0,138.3552,26.43
Consumer,Texas,Technology,Accessories,159.984,2,0.2,35.9964,26.42
Corporate,Delaware,Furniture,Tables,199.836,4,0.3,-37.1124,26.42
Home Office,Maryland,Office Supplies,Appliances,355.96,2,0,103.2284,26.39
Consumer,Ohio,Office Supplies,Envelopes,130.464,6,0.2,44.0316,26.38
Consumer,California,Furniture,Chairs,321.568,2,0.2,28.1372,26.38
Corporate,Michigan,Office Supplies,Binders,287.92,8,0,138.2016,26.34
Corporate,Pennsylvania,Technology,Machines,482.34,4,0.7,-337.638,26.33
Consumer,Illinois,Office Supplies,Paper,322.192,13,0.2,100.685,26.33
Home Office,Pennsylvania,Furniture,Chairs,458.43,5,0.3,-124.431,26.3
Consumer,Florida,Office Supplies,Binders,505.176,4,0.7,-336.784,26.29
Consumer,California,Furniture,Tables,364.776,3,0.2,27.3582,26.25
Consumer,California,Office Supplies,Storage,153.78,11,0,44.5962,26.21
Corporate,Illinois,Office Supplies,Storage,97.984,2,0.2,-24.496,26.2
Consumer,California,Technology,Phones,374.376,3,0.2,46.797,26.19
Consumer,Michigan,Office Supplies,Art,181.86,7,0,50.9208,26.19
Consumer,California,Office Supplies,Binders,155.12,5,0.2,50.414,26.19
Consumer,Texas,Technology,Phones,195.96,5,0.2,19.596,26.17
Corporate,Arkansas,Office Supplies,Storage,367.96,4,0,14.7184,26.17
Corporate,Pennsylvania,Technology,Phones,340.182,3,0.4,-73.7061,26.17
Consumer,Tennessee,Furniture,Chairs,390.368,2,0.2,48.796,26.16
Corporate,California,Office Supplies,Storage,310.12,2,0,80.6312,26.14
Consumer,Pennsylvania,Technology,Phones,124.2,3,0.4,-31.05,26.12
Home Office,Virginia,Office Supplies,Envelopes,251.79,3,0,118.3413,26.12
Consumer,Texas,Office Supplies,Storage,264.32,2,0.2,19.824,26.08
Consumer,Wisconsin,Furniture,Bookcases,512.94,3,0,97.4586,26.07
Corporate,Michigan,Office Supplies,Appliances,123.858,2,0.1,46.7908,26.07
Consumer,California,Technology,Copiers,1199.976,3,0.2,434.9913,26.04
Home Office,Florida,Technology,Accessories,191.976,3,0.2,38.3952,25.97
Consumer,California,Furniture,Tables,369.912,3,0.2,-13.8717,25.95
Consumer,New York,Furniture,Chairs,199.764,2,0.1,8.8784,25.95
Consumer,California,Furniture,Chairs,144.784,1,0.2,10.8588,25.94
Consumer,Virginia,Furniture,Chairs,290.98,1,0,75.6548,25.93
Corporate,New York,Furniture,Tables,313.176,2,0.4,-120.0508,25.92
Corporate,California,Technology,Phones,222.384,2,0.2,22.2384,25.88
Consumer,New York,Technology,Phones,133.98,2,0,33.495,25.86
Consumer,New York,Office Supplies,Paper,182.72,8,0,84.0512,25.84
Corporate,Arkansas,Technology,Accessories,159.8,4,0,70.312,25.83
Corporate,California,Office Supplies,Paper,185.88,6,0,83.646,25.81
Consumer,Delaware,Technology,Phones,479.95,5,0,129.5865,25.8
Consumer,California,Furniture,Tables,298.776,3,0.2,7.4694,25.78
Consumer,Washington,Furniture,Chairs,167.888,7,0.2,14.6902,25.78
Corporate,Texas,Technology,Accessories,113.52,5,0.2,29.799,25.73
Consumer,Texas,Office Supplies,Storage,220.776,3,0.2,-44.1552,25.69
Consumer,California,Technology,Phones,211.168,4,0.2,18.4772,25.69
Corporate,Michigan,Furniture,Tables,210.98,2,0,21.098,25.67
Consumer,Washington,Office Supplies,Binders,150.8,5,0.2,56.55,25.67
Corporate,Illinois,Office Supplies,Paper,173.488,7,0.2,54.215,25.67
Consumer,Washington,Furniture,Tables,787.53,3,0,165.3813,25.65
Corporate,Pennsylvania,Technology,Phones,309.576,4,0.4,-56.7556,25.64
Home Office,Rhode Island,Technology,Phones,128.85,3,0,3.8655,25.64
Consumer,Delaware,Technology,Phones,129.98,2,0,62.3904,25.63
Consumer,Arizona,Office Supplies,Storage,247.104,6,0.2,-58.6872,25.61
Consumer,Texas,Technology,Accessories,398.4,5,0.2,84.66,25.58
Corporate,Maine,Technology,Accessories,255.42,9,0,104.7222,25.56
Home Office,Illinois,Technology,Accessories,319.968,4,0.2,71.9928,25.55
Consumer,California,Furniture,Chairs,218.352,3,0.2,0,25.52
Consumer,New York,Furniture,Chairs,384.174,7,0.1,29.8802,25.51
Corporate,California,Furniture,Chairs,523.392,3,0.2,52.3392,25.49
Corporate,Texas,Technology,Phones,153.584,2,0.2,13.4386,25.46
Consumer,New York,Technology,Accessories,159.98,2,0,57.5928,25.45
Consumer,New York,Office Supplies,Binders,334.768,7,0.2,108.7996,25.42
Home Office,Texas,Office Supplies,Paper,65.584,2,0.2,23.7742,25.4
Corporate,California,Technology,Phones,191.976,3,0.2,19.1976,25.37
Corporate,Arizona,Furniture,Chairs,266.352,3,0.2,13.3176,25.36
Consumer,Ohio,Furniture,Bookcases,301.47,3,0.5,-241.176,25.35
Consumer,California,Office Supplies,Appliances,243.16,2,0,72.948,25.33
Consumer,Texas,Furniture,Tables,512.19,5,0.3,-65.853,25.32
Consumer,Ohio,Office Supplies,Storage,285.552,2,0.2,35.694,25.29
Corporate,Virginia,Technology,Phones,161.61,1,0,42.0186,25.28
Consumer,Virginia,Furniture,Bookcases,359.97,3,0,79.1934,25.28
Consumer,Oklahoma,Furniture,Bookcases,341.96,2,0,54.7136,25.27
Consumer,Idaho,Technology,Phones,140.376,3,0.2,8.7735,25.24
Home Office,Maryland,Furniture,Chairs,150.98,1,0,43.7842,25.23
Consumer,Oklahoma,Technology,Accessories,167.28,12,0,23.4192,25.22
Consumer,Texas,Furniture,Chairs,362.25,6,0.3,0,25.22
Consumer,California,Office Supplies,Binders,122.688,9,0.2,39.8736,25.21
Consumer,Colorado,Technology,Phones,559.984,2,0.2,55.9984,25.16
Consumer,California,Furniture,Chairs,242.136,3,0.2,12.1068,25.16
Corporate,New York,Office Supplies,Art,119.04,6,0,35.712,25.13
Corporate,Wisconsin,Technology,Accessories,124.25,7,0,48.4575,25.06
Home Office,California,Office Supplies,Paper,244.55,5,0,114.9385,25.05
Home Office,Pennsylvania,Technology,Phones,280.782,3,0.4,-46.797,25.02
Consumer,California,Technology,Phones,339.96,5,0.2,42.495,25.01
Consumer,California,Technology,Phones,302.376,3,0.2,22.6782,24.99
Consumer,Colorado,Technology,Accessories,431.928,9,0.2,64.7892,24.99
Consumer,California,Office Supplies,Storage,261.74,2,0,65.435,24.99
Consumer,Virginia,Furniture,Chairs,504.9,5,0,80.784,24.98
Consumer,Michigan,Technology,Phones,257.98,2,0,74.8142,24.97
Corporate,Texas,Technology,Phones,329.584,2,0.2,37.0782,24.97
Consumer,Florida,Furniture,Furnishings,337.088,4,0.2,16.8544,24.95
Consumer,New York,Furniture,Chairs,326.646,3,0.1,39.9234,24.95
Corporate,Georgia,Technology,Phones,411.98,2,0,119.4742,24.94
Corporate,California,Furniture,Chairs,232.88,5,0.2,17.466,24.94
Home Office,Indiana,Furniture,Furnishings,526.45,5,0,31.587,24.92
Home Office,Ohio,Technology,Accessories,139.96,5,0.2,-22.7435,24.89
Consumer,Pennsylvania,Office Supplies,Storage,422.856,3,0.2,15.8571,24.87
Consumer,Tennessee,Office Supplies,Storage,218.352,3,0.2,-54.588,24.86
Consumer,California,Office Supplies,Storage,360.38,2,0,93.6988,24.83
Consumer,Texas,Technology,Accessories,191.976,3,0.2,23.997,24.81
Corporate,New Jersey,Office Supplies,Binders,196.21,7,0,98.105,24.81
Consumer,New York,Furniture,Chairs,361.764,2,0.1,68.3332,24.78
Home Office,New York,Office Supplies,Storage,128.34,6,0,37.2186,24.78
Consumer,Texas,Furniture,Chairs,254.058,3,0.3,-32.6646,24.74
Home Office,Massachusetts,Technology,Accessories,113.97,3,0,27.3528,24.7
Consumer,Texas,Office Supplies,Storage,259.136,4,0.2,-58.3056,24.69
Consumer,Illinois,Office Supplies,Art,95.232,6,0.2,24.9984,24.69
Corporate,Kentucky,Office Supplies,Appliances,208.44,3,0,62.532,24.69
Consumer,Delaware,Office Supplies,Binders,447.86,7,0,219.4514,24.68
Consumer,Alabama,Technology,Accessories,209.97,3,0,71.3898,24.68
Corporate,Washington,Furniture,Chairs,307.136,4,0.2,26.8744,24.65
Home Office,New York,Furniture,Bookcases,275.952,3,0.2,-37.9434,24.62
Consumer,Pennsylvania,Technology,Phones,429.6,2,0.4,-93.08,24.61
Consumer,Florida,Furniture,Furnishings,129.888,6,0.2,12.9888,24.59
Corporate,South Dakota,Furniture,Bookcases,141.96,2,0,39.7488,24.59
Home Office,Massachusetts,Furniture,Bookcases,170.98,1,0,32.4862,24.58
Corporate,Washington,Furniture,Chairs,196.784,2,0.2,-22.1382,24.56
Corporate,Oklahoma,Office Supplies,Storage,332.94,3,0,9.9882,24.56
Corporate,New York,Office Supplies,Appliances,355.32,9,0,99.4896,24.55
Corporate,Missouri,Furniture,Bookcases,212.94,3,0,53.235,24.55
Corporate,California,Furniture,Chairs,387.136,4,0.2,4.8392,24.52
Consumer,California,Office Supplies,Storage,161.94,3,0,9.7164,24.51
Consumer,Illinois,Office Supplies,Paper,76.864,2,0.2,26.9024,24.49
Corporate,Maryland,Furniture,Chairs,239.84,8,0,64.7568,24.45
Corporate,Oregon,Furniture,Furnishings,409.216,8,0.2,61.3824,24.42
Consumer,Virginia,Office Supplies,Labels,103.6,7,0,51.8,24.42
Consumer,Texas,Office Supplies,Art,154.24,4,0.2,17.352,24.4
Consumer,Illinois,Furniture,Tables,177.225,5,0.5,-120.513,24.39
Corporate,California,Furniture,Bookcases,308.499,3,0.15,-18.147,24.38
Consumer,Illinois,Furniture,Tables,214.95,5,0.5,-120.372,24.38
Corporate,Texas,Furniture,Bookcases,205.3328,2,0.32,-36.2352,24.37
Corporate,Ohio,Office Supplies,Storage,66.688,1,0.2,4.168,24.37
Consumer,North Carolina,Technology,Accessories,119.976,3,0.2,-17.9964,24.35
